UNIQUEID,GRANTEEID,MODE,LtCallDt,LtCallST,CallDurS,CallDurM,TotalTime,LtCallR,LtCaseR,Date,HOUSEHOLD,HEALTHCARE,HEALTHCARE2,Q1,Q1 Num,Q2,Q2A,Q3_1,Q3_1B,Q3_2,Q3_2B,Q3_3A,Q3_3A2,Q3_3B,Q3_3B2,Q3_3C,Q3_3C2,Q3_3D,Q3_3D2,Q3_3E,Q3_3E2,Q3_3F,Q3_3F2,Q3_3G,Q3_3G2,Q3_3H,Q3_3H2,Q4_A,Q4_A2,Q4_B,Q4_B2,Q4_C,Q4_C2,Q4_D,Q4_D2,Q4_E,Q4_E2,Q4,Q5,Q6,Q7,Q8,EXPERIENCE,Q9,Q10,Q11A,Q11,Q13,Q14,Q15,Q16,INT99,Q12,INT
,12-NY-060,Online,20220725,17:04,861,14,861,,,10/1/2022,1,Yes,No,Extremely Poor,1,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,"Black, African-American, or African",Choose not to respond,I choose not to respond,Man,,,'CO': Completed
,13-NY-121,Online,20220928,14:04,598,10,598,,,10/1/2022,1,Yes,Yes,Above Average,4,No,Valid skip,Yes,I did not receive case management,Yes,I did not receive assistance,Yes,Below average,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,Choose not to respond,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-VA-144,Online,20220922,17:00,390,7,390,,,10/1/2022,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-092,Online,20220812,19:13,447,7,448,,,10/1/2022,1,No,Valid skip,Below average,2,Yes,No,Yes,Average,No,Valid skip,Yes,Below average,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Dissatisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Yes,,Choose not to respond,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-026,Online,20220915,13:37,601,10,601,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Average,Yes,Above average,Yes,Excellent,No,Valid skip,Yes,Above average,1,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-GA-369,Online,20220824,01:14,276,5,278,,,10/1/2022,1,Yes,Yes,Below average,2,Yes,No,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Extremely poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Satisfied,Satisfied,Satisfied,Both positive and negative comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-WV-305,Online,20220824,18:24,703,12,703,,,10/1/2022,4+,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Both positive and negative comments,,,Yes,,Choose not to respond,Choose not to respond,I choose not to respond,I choose not to respond,,,'CO': Completed
,13-IL-105,Online,20220727,15:38,1064,18,1066,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,I did not receive assistance,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-FL-184,Online,20220715,15:08,273,5,273,,,10/1/2022,1,Yes,Yes,Above Average,4,No,Valid skip,Yes,I did not receive case management,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Neither satisfied nor Dissatisfied,Satisfied,Neither satisfied nor Dissatisfied,Both positive and negative comments,,,Refused,,Refused,Refused,Refused,Refused,,,
,19-ZZ-324,Online,20220825,17:33,561,9,561,,,10/1/2022,2,Yes,Yes,Below average,2,Yes,No,Yes,Average,Yes,Below average,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Below average,No,Valid skip,Yes,Below average,Yes,Extremely poor,Yes,Extremely poor,Yes,Extremely poor,Yes,Extremely poor,Yes,Extremely poor,0,Yes,Satisfied,Satisfied,Neither satisfied nor Dissatisfied,Negative comments only,,,Yes,,"Black, African-American, or African",Choose not to respond,I choose not to respond,Man,,,'CO': Completed
,22-ZZ-278,Online,20220902,16:50,338,6,338,,,10/1/2022,3,Yes,Yes,Average,3,Yes,No,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-LA-208,Online,20220817,00:51,402,7,576,,,10/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-CA-011,Online,20220721,19:32,519,9,520,,,10/1/2022,1,No,Valid skip,Extremely Poor,1,Yes,Yes,Yes,Extremely Poor,No,Valid skip,No,Valid skip,Yes,Extremely Poor,No,Valid skip,Yes,I did not receive assistance,Yes,Extremely Poor,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Extremely Poor,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,1,Yes,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Negative comments only,,,Yes,,Multiracial or Biracial,Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,18-FL-023,Online,20220712,11:00,530,9,530,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,16-MO-048,Online,20220918,14:35,436,7,436,,,10/1/2022,1,No,Valid skip,Excellent,5,Yes,Yes,Yes,Above average,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Above average,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Above average,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Positive comments only,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-WI-080,Online,20220913,17:50,1174,20,1902,,,10/1/2022,1,No,Valid skip,Excellent,5,No,Valid skip,Yes,Excellent,Yes,Extremely poor,Yes,I did not receive assistance,Yes,Extremely poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,Excellent,Yes,Excellent,Yes,I did not receive assistance,Yes,I did not receive assistance,2,Yes,Dissatisfied,Dissatisfied,Dissatisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,13-ZZ-134,Online,20220804,18:28,1064,18,1077,,,10/1/2022,4+,Yes,Yes,Below average,2,Yes,No,Yes,Below average,Yes,Below average,No,Valid skip,Yes,Below average,Yes,I did not receive assistance,No,Valid skip,Yes,Below average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,Below average,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Dissatisfied,Dissatisfied,Very Dissatisfied,Both positive and negative comments,,,Yes,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-AZ-004,Online,20220914,19:16,335,6,337,,,10/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very Dissatisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Choose not to respond,Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-FL-025,Online,20220922,02:23,268,4,268,,,10/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),I choose not to respond,Woman,,,'CO': Completed
,20-ZZ-301,Online,20220704,17:00,290,5,290,,,10/1/2022,1,Yes,No,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,1,Yes,Very satisfied,Very satisfied,Very satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
,15-IN-201,Online,20220720,14:12,824,14,824,,,10/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,Yes,,"Black, African-American, or African",Choose not to respond,Lesbian,Woman,,,'CO': Completed
,20-PA-130,Online,20220922,11:38,958,16,958,,,10/1/2022,2,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-PA-130,Online,20220814,11:33,476,8,478,,,10/1/2022,1,Yes,Yes,Average,3,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Dissatisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,12-MD-042,Online,20220915,07:29,173,3,173,,,10/1/2022,1,Yes,Yes,Average,3,Yes,Yes,Yes,Above average,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Bisexual,Man,,,'CO': Completed
,16-ZZ-058,Online,20220824,05:06,338,6,338,,,10/1/2022,1,Yes,Yes,Above Average,4,No,Valid skip,Yes,I did not receive case management,Yes,Below average,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,No,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Choose not to respond,Heterosexual or straight,Man,,,'CO': Completed
,12-GA-029,Online,20220925,22:17,748,12,749,,,10/1/2022,2,Yes,Yes,Average,3,Yes,Yes,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,Yes,Below average,Yes,Excellent,Yes,I did not receive assistance,Yes,I did not receive assistance,No,Valid skip,0,No,Very satisfied,Satisfied,Dissatisfied,Both positive and negative comments,,,No,,Multiracial or Biracial,Choose not to respond,Heterosexual or straight,Woman,,,'CO': Completed
,18-NC-387,Online,20220809,17:31,285,5,287,,,10/1/2022,2,No,Valid skip,Average,3,No,Valid skip,Yes,Below average,Yes,Below average,Yes,I did not receive assistance,Yes,Extremely poor,Yes,Extremely poor,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,Yes,I did not receive assistance,1,Yes,Satisfied,Satisfied,Satisfied,Decline to provide comments,,,No,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,22-CA-019,Online,20220902,12:06,323,5,323,,,10/1/2022,3,Yes,Yes,Average,3,No,Valid skip,Yes,Average,Yes,Average,No,Valid skip,Yes,Below average,Yes,Below average,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,2,Yes,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Neither satisfied nor Dissatisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,20-ZZ-301,Online,20220721,20:35,1117,19,1186,,,10/1/2022,1,Yes,Yes,Average,3,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,Yes,Extremely poor,No,Valid skip,Yes,Below average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Extremely Poor,Yes,Extremely poor,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Neither satisfied nor Dissatisfied,Dissatisfied,Dissatisfied,Negative comments only,,,Yes,,White,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-HI-374,Online,20220712,12:00,352,6,352,,,10/1/2022,4+,Yes,Yes,Excellent,5,Yes,No,Yes,Excellent,Yes,Average,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Native Hawaiian or Pacific Islander,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,19-MN-046,Online,20220901,17:38,369,6,369,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Above average,No,Valid skip,0,No,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,18-CA-176,Online,20220824,11:15,409,7,409,,,10/1/2022,1,Yes,Yes,Above Average,4,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,0,No,Dissatisfied,Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-ZZ-313,IVR,20220815,11:46,540,9,,I0,'CO': Completed,10/1/2022,2,Yes,Yes,Above Average,4,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Hispanic/Latin(a)(o)(x),Heterosexual or straight,Man,'CO': Completed,100.00%,'I0': Interrupted
,18-TX-404,Online,20220921,02:10,300,5,300,,,10/1/2022,1,No,Valid skip,Extremely Poor,1,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,1,No,Satisfied,Satisfied,Satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-IL-194,Online,20220929,11:11,392,7,392,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,0,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,21-TX-074,Online,20220816,11:06,628,10,628,,,10/1/2022,1,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,Yes,Excellent,Yes,Excellent,No,Valid skip,Yes,Excellent,Yes,Excellent,Yes,Excellent,2,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,12-MD-042,Online,20220919,08:25,267,4,267,,,10/1/2022,1,Yes,Yes,Average,3,Yes,Yes,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Average,No,Valid skip,Yes,Above average,Yes,Above average,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Above average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,0,Yes,Satisfied,Satisfied,Dissatisfied,Decline to provide comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,14-IN-200,Online,20220708,00:47,1807,30,1807,,,10/1/2022,2,Yes,Yes,Above Average,4,Yes,Yes,Yes,Above Average,Yes,I did not receive assistance,No,Valid skip,No,Valid skip,No,Valid skip,Yes,I did not receive assistance,Yes,Above Average,Yes,Average,No,Valid skip,Yes,Average,Yes,Above Average,No,Valid skip,Yes,Above Average,Yes,Average,Yes,Average,3+,Yes,Neither satisfied nor Dissatisfied,Satisfied,Satisfied,Both positive and negative comments,,,No,,"Black, African-American, or African",Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Man,,,'CO': Completed
,13-NV-117,Online,20220910,18:32,430,7,430,,,10/1/2022,4+,Yes,Yes,Excellent,5,No,Valid skip,Yes,Above average,Yes,Excellent,Yes,Above average,Yes,Above average,Yes,Above average,Yes,Below average,Yes,Average,Yes,Above average,Yes,Below average,Yes,Above average,Yes,Below average,Yes,Below average,Yes,Below average,Yes,Below average,Yes,Below average,0,Yes,Satisfied,Satisfied,Satisfied,Positive comments only,,,Yes,,Choose not to respond,Choose not to respond,Heterosexual or straight,Woman,,,'CO': Completed
,15-PA-068,Online,20220824,11:12,242,4,242,,,10/1/2022,3,Yes,Yes,Excellent,5,Yes,Yes,Yes,Excellent,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,Yes,Excellent,No,Valid skip,No,Valid skip,1,No,Very satisfied,Very satisfied,Very satisfied,Positive comments only,,,No,,Multiracial or Biracial,Non-Hispanic/Non-Latin(a)(o)(x),Heterosexual or straight,Woman,,,'CO': Completed
